iter	Passed	Remaining
433	1911	2492
434	1915	2488
435	1920	2483
436	1924	2479
437	1928	2474
438	1933	2470
439	1937	2465
440	1941	2460
441	1945	2455
442	1949	2451
443	1953	2446
444	1958	2442
445	1962	2437
446	1966	2432
447	1970	2427
448	1974	2422
449	1978	2417
450	1982	2413
451	1986	2408
452	1990	2403
453	1994	2399
454	1999	2394
455	2003	2389
456	2007	2385
457	2011	2380
458	2015	2375
459	2019	2370
460	2023	2365
461	2027	2361
462	2032	2356
463	2036	2352
464	2040	2347
465	2044	2342
466	2048	2338
467	2052	2333
468	2056	2328
469	2061	2324
470	2065	2319
471	2069	2315
472	2073	2310
473	2077	2305
474	2081	2301
475	2086	2296
476	2090	2291
477	2094	2287
478	2098	2283
479	2103	2278
480	2107	2273
481	2111	2268
482	2115	2264
483	2119	2259
484	2123	2255
485	2127	2250
486	2132	2245
487	2136	2241
488	2140	2237
489	2144	2232
490	2148	2227
491	2153	2223
492	2157	2218
493	2161	2213
494	2165	2209
495	2169	2204
496	2173	2199
497	2177	2194
498	2181	2190
499	2185	2185
500	2189	2181
501	2194	2176
502	2198	2172
503	2202	2167
504	2206	2163
505	2210	2158
506	2214	2153
507	2219	2149
508	2223	2144
509	2227	2139
510	2231	2135
511	2235	2130
512	2240	2127
513	2244	2122
514	2248	2117
515	2253	2113
516	2257	2109
517	2261	2104
518	2266	2100
519	2270	2095
520	2274	2091
521	2278	2086
522	2282	2081
523	2286	2077
524	2290	2072
525	2294	2068
526	2298	2063
527	2302	2058
528	2306	2053
529	2310	2049
530	2314	2044
531	2318	2039
532	2323	2035
533	2327	2030
534	2331	2026
535	2335	2021
536	2339	2017
537	2343	2012
538	2347	2007
539	2351	2003
540	2355	1998
541	2359	1994
542	2363	1989
543	2367	1984
544	2371	1980
545	2376	1975
546	2380	1971
547	2384	1966
548	2388	1962
549	2392	1957
550	2396	1953
551	2400	1948
552	2404	1943
553	2409	1939
554	2413	1935
555	2417	1930
556	2423	1927
557	2427	1922
558	2431	1918
559	2435	1913
560	2440	1909
561	2443	1904
562	2447	1900
563	2452	1895
564	2456	1891
565	2460	1886
566	2464	1882
567	2468	1877
568	2472	1873
569	2477	1868
570	2481	1864
571	2485	1859
572	2490	1855
573	2494	1851
574	2498	1846
575	2502	1842
576	2506	1837
577	2510	1833
578	2514	1828
579	2519	1824
580	2523	1819
581	2527	1815
582	2532	1811
583	2536	1806
584	2540	1802
585	2544	1797
586	2548	1793
587	2553	1789
588	2557	1784
589	2561	1780
590	2565	1775
591	2570	1771
592	2574	1766
593	2578	1762
594	2582	1757
595	2586	1753
596	2591	1749
597	2595	1744
598	2599	1740
599	2603	1735
600	2607	1731
601	2611	1726
602	2615	1722
603	2619	1717
604	2624	1713
605	2628	1708
606	2632	1704
607	2636	1699
608	2640	1695
609	2644	1690
610	2648	1686
611	2653	1681
612	2657	1677
613	2661	1673
614	2665	1668
615	2669	1664
616	2673	1659
617	2677	1655
618	2681	1650
619	2685	1646
620	2690	1641
621	2694	1637
622	2698	1632
623	2702	1628
624	2706	1624
625	2710	1619
626	2715	1615
627	2719	1610
628	2723	1606
629	2727	1602
630	2731	1597
631	2735	1593
632	2740	1588
633	2744	1584
634	2748	1579
635	2752	1575
636	2756	1571
637	2761	1566
638	2765	1562
639	2769	1557
640	2773	1553
641	2777	1549
642	2781	1544
643	2785	1540
644	2789	1535
645	2794	1531
646	2798	1526
647	2802	1522
648	2806	1517
649	2813	1514
650	2826	1515
651	2831	1511
652	2835	1506
653	2839	1502
654	2843	1497
655	2848	1493
656	2852	1489
657	2856	1484
658	2860	1480
659	2864	1475
660	2868	1471
661	2873	1466
662	2877	1462
663	2884	1459
664	2892	1457
665	2897	1452
666	2901	1448
667	2905	1444
668	2910	1439
669	2914	1435
670	2918	1430
671	2922	1426
672	2926	1421
673	2930	1417
674	2934	1412
675	2938	1408
676	2942	1403
677	2946	1399
678	2950	1394
679	2954	1390
680	2958	1386
681	2963	1381
682	2967	1377
683	2971	1372
684	2975	1368
685	2979	1363
686	2984	1359
687	2988	1355
688	2992	1350
689	2995	1345
690	2999	1341
691	3004	1337
692	3008	1332
693	3012	1328
694	3016	1323
695	3020	1319
696	3024	1314
697	3029	1310
698	3033	1306
699	3037	1301
700	3041	1297
701	3045	1292
702	3049	1288
703	3054	1284
704	3058	1279
705	3062	1275
706	3066	1271
707	3070	1266
708	3074	1262
709	3079	1257
710	3083	1253
711	3087	1248
712	3091	1244
713	3095	1239
714	3099	1235
715	3103	1230
716	3107	1226
717	3111	1222
718	3115	1217
719	3119	1213
720	3123	1208
721	3127	1204
722	3131	1199
723	3135	1195
724	3139	1190
725	3143	1186
726	3148	1182
727	3152	1177
728	3156	1173
729	3160	1168
730	3164	1164
731	3168	1159
732	3172	1155
733	3176	1151
734	3180	1146
735	3184	1142
736	3188	1137
737	3193	1133
738	3196	1129
739	3200	1124
740	3205	1120
741	3209	1115
742	3213	1111
743	3217	1107
744	3221	1102
745	3225	1098
746	3229	1093
747	3234	1089
748	3238	1085
749	3242	1080
750	3246	1076
751	3250	1072
752	3254	1067
753	3258	1063
754	3263	1058
755	3267	1054
756	3271	1050
757	3275	1045
758	3279	1041
759	3283	1036
760	3287	1032
761	3291	1028
762	3296	1023
763	3300	1019
764	3304	1015
765	3308	1010
766	3312	1006
767	3316	1001
768	3320	997
769	3324	993
770	3329	988
771	3333	984
772	3337	980
773	3341	975
774	3345	971
775	3350	967
776	3354	962
777	3358	958
778	3362	953
779	3366	949
780	3370	945
781	3375	940
782	3379	936
783	3383	932
784	3387	927
785	3391	923
786	3395	918
787	3399	914
788	3403	910
789	3407	905
790	3411	901
791	3418	897
792	3422	893
793	3426	889
794	3430	884
795	3434	880
796	3438	875
797	3443	871
798	3447	867
799	3451	862
800	3455	858
801	3459	854
802	3463	849
803	3467	845
804	3471	841
805	3475	836
806	3479	832
807	3484	827
808	3487	823
809	3492	819
810	3496	814
811	3500	810
812	3504	806
813	3508	801
814	3512	797
815	3516	792
816	3520	788
817	3525	784
818	3529	780
819	3534	775
820	3538	771
821	3542	767
822	3546	762
823	3550	758
824	3554	754
825	3559	749
826	3563	745
827	3567	741
828	3571	736
829	3575	732
830	3580	728
831	3584	723
832	3588	719
833	3592	715
834	3596	710
835	3600	706
836	3604	702
837	3609	697
838	3613	693
839	3617	689
840	3621	684
841	3625	680
842	3629	675
843	3633	671
844	3637	667
845	3641	662
846	3645	658
847	3650	654
848	3654	649
849	3658	645
850	3662	641
851	3666	636
852	3670	632
853	3674	628
854	3678	623
855	3682	619
856	3687	615
857	3691	610
858	3695	606
859	3699	602
860	3703	597
861	3708	593
862	3712	589
863	3716	585
864	3720	580
865	3725	576
866	3729	572
867	3733	567
868	3737	563
869	3741	559
870	3745	554
871	3750	550
872	3754	546
873	3758	541
874	3762	537
875	3766	533
876	3770	528
877	3774	524
878	3778	520
879	3782	515
880	3787	511
881	3791	507
882	3795	502
883	3799	498
884	3803	494
885	3807	489
886	3812	485
887	3817	481
888	3821	477
889	3825	472
890	3829	468
891	3835	464
892	3842	460
893	3854	457
894	3858	452
895	3862	448
896	3867	444
897	3871	439
898	3875	435
899	3879	431
900	3883	426
901	3887	422
902	3898	418
903	3903	414
904	3907	410
905	3911	405
906	3915	401
907	3919	397
908	3924	392
909	3928	388
910	3932	384
911	3936	379
912	3940	375
913	3945	371
914	3949	366
915	3953	362
916	3957	358
917	3961	353
918	3965	349
919	3969	345
920	3973	340
921	3977	336
922	3981	332
923	3986	327
924	3990	323
925	3994	319
926	3998	314
927	4002	310
928	4006	306
929	4010	301
930	4014	297
931	4018	293
932	4023	288
933	4027	284
934	4032	280
935	4036	275
936	4040	271
937	4044	267
938	4048	263
939	4052	258
940	4057	254
941	4061	250
942	4065	245
943	4069	241
944	4073	237
945	4077	232
946	4082	228
947	4086	224
948	4090	219
949	4094	215
950	4098	211
951	4102	206
952	4107	202
953	4111	198
954	4115	193
955	4119	189
956	4123	185
957	4127	180
958	4131	176
959	4136	172
960	4140	168
961	4145	163
962	4149	159
963	4153	155
964	4158	150
965	4162	146
966	4166	142
967	4170	137
968	4174	133
969	4179	129
970	4183	124
971	4187	120
972	4191	116
973	4195	112
974	4199	107
975	4203	103
976	4208	99
977	4212	94
978	4216	90
979	4220	86
980	4226	81
981	4230	77
982	4234	73
983	4239	68
984	4243	64
985	4247	60
986	4252	56
987	4256	51
988	4260	47
989	4264	43
990	4268	38
991	4272	34
992	4277	30
993	4281	25
994	4285	21
995	4289	17
996	4293	12
997	4297	8
998	4301	4
999	4305	0
