iter	Logloss
606	0.09599308559
607	0.09585896083
608	0.09570652553
609	0.09554345267
610	0.09547057016
611	0.09540976388
612	0.09528785706
613	0.09506827218
614	0.09487644741
615	0.09475372314
616	0.09460678101
617	0.09444403512
618	0.09416338239
619	0.09412399292
620	0.09396995544
621	0.09390064784
622	0.09371000017
623	0.0935962132
624	0.09349012102
625	0.09337656294
626	0.09326762608
627	0.09317707607
628	0.0930809239
629	0.09281134469
630	0.09271619524
631	0.09260027204
632	0.09244567871
633	0.09236477443
634	0.09223578317
635	0.09172642299
636	0.09166233608
637	0.09152706691
638	0.09145458766
639	0.09129850115
640	0.09110099792
641	0.0910440227
642	0.09091427939
643	0.09077546256
644	0.09068202427
645	0.09054529463
646	0.09043753488
647	0.09030790057
648	0.09022568839
649	0.09012845721
650	0.0899446106
651	0.08981610979
652	0.0896937888
653	0.0895470483
654	0.08935680934
655	0.08925162724
656	0.08902380807
657	0.0887928227
658	0.08865010398
659	0.08857929775
660	0.08848331451
661	0.08832520621
662	0.08817373003
663	0.08802704947
664	0.08788070679
665	0.0877639716
666	0.08764777592
667	0.08743867057
668	0.08729794638
669	0.08719608852
670	0.08709779467
671	0.08703062875
672	0.08690859113
673	0.08680092948
674	0.08670788356
675	0.08656997681
676	0.08633837019
677	0.08620726994
678	0.08613073077
679	0.08604244777
680	0.08584796906
681	0.08573100499
682	0.08553162711
683	0.08530582973
684	0.08520053319
685	0.08509829385
686	0.08500528608
687	0.08488067627
688	0.08480865479
689	0.08471021925
690	0.08461351122
691	0.08452780587
692	0.08442057473
693	0.08420446123
694	0.08412577493
695	0.08400299072
696	0.08391430446
697	0.08381747655
698	0.0837077713
699	0.08359005519
700	0.08340420314
701	0.08326848166
702	0.08320845468
703	0.08308207921
704	0.08297332764
705	0.08275521415
706	0.08252891541
707	0.08241496495
708	0.08226104191
709	0.0821509443
710	0.08202941895
711	0.08178756714
712	0.08170573643
713	0.08157515935
714	0.08144977025
715	0.08132615226
716	0.08127574376
717	0.08103272574
718	0.08089604514
719	0.08077382224
720	0.08076225281
721	0.08050129482
722	0.0802577046
723	0.08013442993
724	0.07993131365
725	0.07982851301
726	0.07973001753
727	0.07959427425
728	0.07953534807
729	0.07933822632
730	0.07931965419
731	0.07919011797
732	0.0791343471
733	0.07903288705
734	0.07882993971
735	0.07875335693
736	0.07863499233
737	0.07861486162
738	0.07856999534
739	0.07844910758
740	0.07836185455
741	0.07820667812
742	0.07814902169
743	0.07806005205
744	0.07799933842
745	0.07789742606
746	0.07779337202
747	0.07763950893
748	0.07737595149
749	0.07732127598
750	0.07717394693
751	0.07710969107
752	0.07702298846
753	0.07660458156
754	0.07631026132
755	0.07616164071
756	0.07593756539
757	0.07583811079
758	0.07573619298
759	0.07567780631
760	0.07562865121
761	0.07561345782
762	0.07554634094
763	0.07536071777
764	0.07528606415
765	0.07518446786
766	0.07508966718
767	0.0749899401
768	0.0748638698
769	0.07474578312
770	0.07466198512
771	0.07457592555
772	0.07451275417
773	0.07430319105
774	0.07423335484
775	0.07414792742
776	0.0739642443
777	0.07375572205
778	0.07355857304
779	0.07346037183
780	0.07333893912
781	0.07322188786
782	0.0730997685
783	0.07297830854
784	0.07288861411
785	0.07274215153
786	0.07265262604
787	0.07253694262
788	0.0724148941
789	0.07236668178
790	0.07223181588
791	0.07213509151
792	0.07202516828
793	0.07192750113
794	0.07183701106
795	0.07163715908
796	0.07152291434
797	0.07138307844
798	0.07129544394
799	0.0711063167
800	0.07098552159
801	0.07085855212
802	0.07074359894
803	0.07070422036
804	0.07066901616
805	0.07063666207
806	0.07041196551
807	0.07028681074
808	0.07013474601
809	0.06985363007
810	0.06981366839
811	0.06970049177
812	0.06965485709
813	0.0695457622
814	0.06946145194
815	0.06936036246
816	0.06922714778
817	0.06909536089
818	0.06904959542
819	0.06894441877
820	0.06872767857
821	0.06870681763
822	0.06856639317
823	0.06838225228
824	0.06830746787
825	0.06824596405
826	0.06819671631
827	0.06812562125
828	0.06807516915
829	0.06797871181
830	0.06795272827
831	0.06786380223
832	0.0676707949
833	0.06756312779
834	0.06747783116
835	0.06739985875
836	0.06729871477
837	0.06722505297
838	0.06702373505
839	0.06695373535
840	0.06687144143
841	0.06679840088
842	0.06673610687
843	0.06661300659
844	0.06654777527
845	0.06647201538
846	0.06644741603
847	0.0664213235
848	0.06626091003
849	0.06598147801
850	0.06592876979
851	0.06584509713
852	0.06572336469
853	0.06562867846
854	0.06534340995
855	0.06524265834
856	0.065193476
857	0.06512177604
858	0.0649225562
859	0.06479236058
860	0.06468913487
861	0.0645665414
862	0.06436775208
863	0.06426140921
864	0.06416448321
865	0.06410996573
866	0.06382409232
867	0.06361111232
868	0.06354558672
869	0.06351672581
870	0.06347181593
871	0.06345719474
872	0.06344622476
873	0.063429342
874	0.06339603969
875	0.06327854701
876	0.06321849823
877	0.06320466723
878	0.0631470653
879	0.06311762129
880	0.06304328918
881	0.06297937666
882	0.06296669006
883	0.06284287589
884	0.06283276149
885	0.06274014609
886	0.06270176479
887	0.06250078474
888	0.06233960833
889	0.06216003418
890	0.06209893908
891	0.06190547943
892	0.06182995932
893	0.06179473877
894	0.06175569262
895	0.06167907715
896	0.06163676671
897	0.06157664163
898	0.06141160692
899	0.06134825025
900	0.06126998356
901	0.06121872493
902	0.06117341178
903	0.06099187578
904	0.06093724932
905	0.06086348397
906	0.06064302717
907	0.06059211731
908	0.06058254242
909	0.06038887024
910	0.06031606402
911	0.06017556327
912	0.06006507874
913	0.0599445234
914	0.05981397356
915	0.05980063302
916	0.05973694938
917	0.05971442631
918	0.05963350568
919	0.05942496164
920	0.05924690792
921	0.05920505524
922	0.05915451595
923	0.05913818359
924	0.05904934474
925	0.0590007346
926	0.05898874555
927	0.05876304082
928	0.05875438145
929	0.05872366769
930	0.05868037633
931	0.05866636549
932	0.05855414254
933	0.05854475839
934	0.05844018119
935	0.05832048144
936	0.05826493944
937	0.05804533277
938	0.05799086979
939	0.05792310987
940	0.05777986254
941	0.05769545419
942	0.05762324742
943	0.05756150382
944	0.05739329202
945	0.05729541234
946	0.05726008824
947	0.0571723611
948	0.05713240487
949	0.05707079206
950	0.05689376286
951	0.0567981829
952	0.05670857021
953	0.056521492
954	0.05648008074
955	0.0564314597
956	0.05641274043
957	0.05634137835
958	0.05629141671
959	0.05625269754
960	0.05624132429
961	0.05614228385
962	0.05613319942
963	0.05606659481
964	0.05594567435
965	0.05583090646
966	0.05580980028
967	0.05578514099
968	0.05559585026
969	0.05550400325
970	0.05546080453
971	0.05542560032
972	0.05538568224
973	0.05532398769
974	0.05527150835
975	0.05522766113
976	0.05518550873
977	0.05499960763
978	0.05493715559
979	0.05488828932
980	0.0548159899
981	0.05462370736
982	0.05458101545
983	0.05453908648
984	0.05447556632
985	0.05435187204
986	0.05421752385
987	0.05415302277
988	0.05414181846
989	0.05388801575
990	0.0538155801
991	0.05380862645
992	0.05380120414
993	0.05376100813
994	0.05375386919
995	0.05373095376
996	0.05371606009
997	0.05369298662
998	0.05359276908
999	0.05352060046
