iter	Logloss
0	0.611074619
1	0.550572624
2	0.4919786773
3	0.4479129345
4	0.4219996078
5	0.3901625713
6	0.3683497945
7	0.3504533601
8	0.3388976065
9	0.3302888984
10	0.3199105879
11	0.3131828475
12	0.3055029147
13	0.2997420976
14	0.2937545675
15	0.2895003031
16	0.2846483494
17	0.2810234056
18	0.2771246032
19	0.2737084037
20	0.2697129488
21	0.2666859015
22	0.2643555836
23	0.2615738069
24	0.2592358877
25	0.2577935255
26	0.2555244889
27	0.2520225117
28	0.2484507592
29	0.247025263
30	0.2446661155
31	0.2431230863
32	0.2413007085
33	0.2383917364
34	0.2367839545
35	0.2348334233
36	0.2331951469
37	0.2319943131
38	0.2308641374
39	0.2285719765
40	0.2261613697
41	0.2245054307
42	0.223432651
43	0.22191069
44	0.2200833099
45	0.2183151999
46	0.2169049893
47	0.2156772367
48	0.2147320282
49	0.2129269751
50	0.2109542189
51	0.2091455031
52	0.2083029385
53	0.2071789958
54	0.2053520825
55	0.2039764478
56	0.2025585197
57	0.2014094519
58	0.1995356559
59	0.1988787399
60	0.1969935071
61	0.195932196
62	0.194954167
63	0.1933942994
64	0.1928691401
65	0.1918330178
66	0.1906189205
67	0.1898034872
68	0.1878034448
69	0.1867293202
70	0.1849593382
71	0.183461878
72	0.1825309969
73	0.1815470863
74	0.1807465783
75	0.1803731338
76	0.1797924479
77	0.1776473969
78	0.1767524852
79	0.1759031108
80	0.1752566383
81	0.1746542714
82	0.1737323849
83	0.1724676297
84	0.1707591373
85	0.1697569865
86	0.1682800904
87	0.1664821468
88	0.165262171
89	0.164072044
90	0.1632583765
91	0.1623148865
92	0.161356566
93	0.1604422473
94	0.1596385473
95	0.1584252043
96	0.1575329773
97	0.1569826292
98	0.156370438
99	0.1550953432
100	0.1541476028
101	0.1533848167
102	0.1522488406
103	0.1508853676
104	0.1499025612
105	0.1492082563
106	0.1482646709
107	0.1469224382
108	0.146067674
109	0.1451639891
110	0.1443554544
111	0.1435467473
112	0.1426428914
113	0.1419055694
114	0.1410587952
115	0.1402338529
116	0.1394399713
117	0.1387181509
118	0.137812532
119	0.1366733357
120	0.1359286346
121	0.1350833435
122	0.1341455534
123	0.1327166318
124	0.131893167
125	0.1312526923
126	0.1305584103
127	0.1299656339
128	0.129176687
129	0.1283354679
130	0.1276344629
131	0.1271648982
132	0.126613654
133	0.1263421093
134	0.1251411666
135	0.1246063011
136	0.1238118834
137	0.1233385727
138	0.1224930202
139	0.1219735045
140	0.1213715373
141	0.1206419762
142	0.1194533218
143	0.1187754866
144	0.117723724
145	0.117264716
146	0.1163328945
147	0.1155248914
148	0.1150962052
149	0.1143100409
150	0.1134907751
151	0.1131261745
152	0.1124844001
153	0.1119932536
154	0.1116437734
155	0.1111454002
156	0.1107087194
157	0.1098647992
158	0.109206898
159	0.1085298503
160	0.1084956999
161	0.1083351341
162	0.1076088386
163	0.1073223772
164	0.1064069949
165	0.1057599368
166	0.1055613309
